prior_90d_spend,tank_size_gallons,customer_tenure_months,freshwater_customer,saltwater_customer,treatment,first_14d_spend,water_test_count_30d,repeat_visit_30d,livestock_purchase_30d,maintenance_subscription_30d,true_long_term_value_180d,surrogate_index
118.97200222219446,10,47.96041874123129,1,0,1,84.6901247641194,1,1,1,0,300.6417177661197,351.973752390184
81.89428965253533,40,5.685329063044289,1,0,1,55.56434397015007,0,1,0,1,406.81119956558143,374.1220282239667
84.85125883451006,10,6.501218008353694,1,0,0,0.0,0,0,0,0,110.69788012792952,97.72922269046794
57.8355540563463,10,19.02578788811696,1,0,0,16.918799711117888,0,0,0,0,39.97605338538686,94.0978510223374
107.62379377999567,55,7.843399715057611,1,0,1,56.597984965651,0,0,0,1,294.5763256332964,331.11830001298534
96.45470082892885,20,16.257214453440547,1,0,0,17.235568443065972,0,0,0,1,280.4064533897822,279.10030040330207
55.0018110678692,20,30.278947557035625,1,0,0,9.152914997959694,1,1,0,1,259.9610636372442,337.19516606760396
67.11446519179592,40,3.7152400662743648,1,0,1,67.79202681275858,2,1,0,0,243.05636421142992,267.0773627306941
18.528946490909924,120,6.2557874271718275,1,0,1,63.793284986567954,1,1,1,1,514.599789463598,516.6942304758772
184.01211798412365,120,6.847122084815767,0,1,1,126.12184387863792,1,1,1,0,470.14777191568305,425.57642166717756
79.566972810062,29,20.39840135383234,1,0,1,48.07777411386073,1,0,0,0,150.72761323514462,161.105114667242
42.08403479312761,10,12.623144259615614,1,0,1,38.299179963567106,1,0,0,0,87.69110318071694,130.76073070645606
22.48259777368357,20,0.24530783875550424,0,1,0,45.15816214319251,1,1,0,1,409.68642632997114,377.03197519972184
118.94771588198508,29,32.72763726385763,1,0,0,36.196280030044555,2,1,1,1,491.6557632861289,482.3968404246974
40.61736128382539,10,3.555042542508603,1,0,0,26.1657234699662,2,0,0,1,378.19781261157004,313.0398599439196
72.11676179032412,55,33.651677590110644,1,0,0,32.3551248562848,1,1,1,1,403.7559813416118,448.2180191440964
53.94141185036825,55,0.341120592431577,1,0,1,58.52910916550575,1,0,1,0,311.3502017403535,256.06759466836155
24.515966611433175,55,3.166024918407458,0,1,0,67.18122780164715,2,1,0,1,329.2859491813963,447.9282135552621
113.64502589862893,20,11.987197076109828,0,1,0,83.64395779898078,0,1,1,0,349.91724429102646,359.5781996440717
94.41172065557198,75,27.323034835958424,1,0,1,59.9534978949693,2,1,1,1,483.1936456817532,520.2438530932959
55.52493017539427,20,16.618809740515,0,1,1,61.39017256309528,1,1,1,0,330.3274112854995,338.20751873394346
29.74505461717461,20,43.79143201756845,1,0,1,60.98125282301981,1,0,0,1,270.0928750332877,328.2597201345824
9.447228574251973,55,6.261344394102354,1,0,0,49.04538704090674,0,0,0,1,233.98992257000944,299.35909838490585
141.2734285396465,40,42.06086496338864,1,0,0,76.51548497655259,2,1,1,0,462.29390946375247,376.1947108274113
102.44054120356697,29,0.6883673926613526,1,0,0,28.779156868939126,2,1,0,0,287.7038936239654,235.30188963100284
56.31406840733578,20,5.5243015770398625,0,1,1,50.21054704381717,2,1,1,0,408.4684173875222,325.9006400717221
51.020924840402515,20,19.225290997227066,1,0,1,63.691050528162734,1,1,1,0,315.5025487368886,308.3982602353906
91.98350525239324,29,1.9560354563139053,1,0,0,52.637394357248375,0,1,0,1,398.3536644364374,373.6287927614437
80.28661753359022,120,5.564781762856099,1,0,0,86.80483981679157,1,0,1,1,473.77941373191106,475.1909735135713
121.236309121357,10,12.577431171314775,1,0,1,71.16731118269524,1,1,1,1,465.99797581258457,500.90163565645565
22.960257586121877,55,24.25674806710239,1,0,0,35.296362171926354,2,1,0,1,434.99856148294987,391.6482501096791
161.92145756326516,10,16.774161437130246,1,0,1,81.70540329505141,0,1,1,1,533.1456909454528,501.06959480981374
95.16797155002764,55,22.79840200053719,1,0,0,41.53401975861276,0,1,1,0,273.85527435134594,296.89839413412926
112.5784583134252,40,14.837473879704136,1,0,1,99.07078129564181,1,0,1,1,482.6204800871449,462.8068378728832
15.707441027943188,29,6.69925702380609,1,0,0,1.2976781691071722,0,0,0,0,40.25968240955349,79.01407523739991
18.613903228765235,75,10.439341369164454,1,0,1,33.10729869113132,2,1,1,1,487.5982560711611,480.7997510222686
66.85457053204787,29,11.415163050639931,0,1,1,41.85937195698557,2,0,1,1,442.93601086991055,436.19948601418145
7.390421690941134,40,40.99695234344861,0,1,0,0.0,0,1,1,1,288.6133477136948,411.0251741587767
103.70514838189109,10,8.220379261356953,1,0,1,60.464190599053005,1,1,1,0,266.0924984628642,316.4554470130542
115.06068381891973,55,21.11573089804756,1,0,1,47.222379812448715,0,1,1,1,431.8375085862272,460.81532970713664
59.34672873391027,29,54.18382515940749,1,0,0,38.966194532835644,3,0,1,0,265.29113969416096,250.89498264230588
150.15287499417462,55,0.2657410548446357,1,0,1,80.35691211561794,1,1,1,1,469.7777289569556,535.6157194924843
66.20085764131659,20,38.99102947218539,1,0,0,14.493986724740846,2,1,1,1,480.92235510768603,444.0814742954218
20.590701131072738,20,16.593165034606866,1,0,0,8.203435223891324,3,0,0,0,60.48892931289862,137.01372721317688
25.448549959930396,20,2.7714070676368996,0,1,0,43.49764029997568,1,0,1,0,225.52696349952413,226.365085147893
36.419763274633,10,23.626590788733207,1,0,0,13.710901519908074,2,1,1,1,422.26557375910846,431.6866485874173
67.16247138261123,40,5.966679082575768,1,0,0,28.04292035822282,0,1,0,1,371.9631690940237,334.6850209171034
115.68930948249786,40,38.08831028641626,1,0,1,42.661739378895135,2,1,1,1,486.85134881437205,486.3218678539615
237.92015941929407,10,19.118232306215408,1,0,0,86.36106866268916,1,0,0,1,367.433218480861,391.1829000655848
76.03520176294779,10,21.3067656279129,1,0,0,50.62550677880278,0,1,0,0,132.4815618544867,204.02921238983564
98.88274834195916,55,7.2542037210201125,1,0,1,98.52287137743818,2,1,1,1,545.909738577131,556.2846210518725
101.4740379241922,20,18.663814100877055,1,0,0,86.49355261700654,0,0,1,1,384.9502992131339,428.8647677756868
50.35617520450284,40,2.5251109538206142,1,0,1,27.70324429587366,0,1,1,1,310.3470646048119,413.6432946270856
129.82593792072993,40,23.46660762942644,1,0,1,97.11150038220296,0,1,1,0,316.64976906932964,365.3025362709187
274.6649373867775,40,4.148025690214705,1,0,1,104.18228672836614,2,1,1,1,594.1223560370681,592.168677629616
16.973390876449244,29,27.584941448199427,1,0,0,22.161850339822582,1,1,0,0,270.9682484034703,178.9864882442832
25.87380267268223,29,36.75550667707807,1,0,0,46.71380864456938,0,0,0,0,149.97886226560237,122.27552406880221
72.31734294990042,40,51.2533993434975,1,0,0,54.74304972691106,2,1,1,1,421.85063539706755,488.82736153570323
44.02276198565375,55,0.09094296664311151,1,0,0,32.9506973730923,1,1,0,0,74.80062509334519,205.7408562750046
72.30602532947971,10,96.0,1,0,0,21.941828285680643,0,1,1,0,225.68657094442483,248.94044052532305
60.47717963585473,10,17.24609866079189,1,0,1,46.677440999199426,0,0,0,1,250.0194901588816,280.5131872643703
94.85731911930627,29,67.20563291833079,1,0,0,65.360601238829,1,1,1,1,462.15508107849826,493.54148587318
133.10618026357494,55,1.065549678592876,1,0,0,45.46404605609072,3,1,0,1,533.5713771325662,433.41457424874335
157.59925753975708,40,8.331900765780897,1,0,1,71.59037245086037,0,1,0,1,470.5566972383377,419.54243974852704
93.98185317847978,40,4.561632752122363,1,0,1,57.10491796383302,1,0,0,0,263.9980580498651,172.8375852482506
123.10033499433999,29,20.076511422403843,1,0,1,73.84975416902147,1,1,1,0,318.5451223405421,337.5664558927712
68.83673041257185,40,26.46570596179052,0,1,0,56.57317731577248,0,1,0,0,257.34191612904306,245.1105399635342
49.24687933573735,10,7.82509470574388,1,0,0,56.51107915772978,1,1,1,1,457.0683676692321,454.15594776162044
147.15319861670775,75,11.079927670762023,1,0,0,83.79086333807317,2,1,1,1,577.6364430368252,579.5660273454159
30.112281338349977,29,2.8566385127687006,1,0,0,39.78788456928608,0,0,0,0,32.43000822063557,112.24166763981549
70.57370014418122,29,14.364569020122001,1,0,0,47.57621930234758,0,1,1,0,266.1881259270677,280.4336233440847
85.04975624610461,40,0.10628598640185884,0,1,1,88.8831216703012,1,1,1,1,512.7381367305226,543.1682171664853
92.87954394982926,55,56.11710487114996,1,0,1,51.31684555864282,2,1,1,1,433.2951469637112,504.63623264417083
76.29034586274115,29,47.59956394148907,0,1,1,84.14482226060642,1,1,0,1,424.86986456115386,459.56846889709607
38.26483302609274,40,1.7018257157000152,1,0,1,58.444081975021255,0,1,0,1,324.8669337798731,366.3970048944739
15.321557059183903,55,6.019109197723635,1,0,0,52.09754767166247,1,1,0,0,213.11924809236197,230.67647913808992
45.875454907499794,20,0.48459217662628135,0,1,0,34.70667063165853,0,1,1,0,299.91715064651527,269.8239796385125
103.01102617145733,10,52.80050614227186,1,0,0,40.46624978663688,1,1,1,0,326.4852777547208,297.9671617516178
40.53615737459079,20,0.6596785040579759,1,0,0,22.105418555386507,0,0,0,0,111.92963840646195,93.89473432168874
90.05539811171393,20,10.204671523527214,0,1,1,91.02796284844929,0,1,1,1,476.8784261255886,526.0354205195562
114.26859056802554,75,50.33656065150109,1,0,1,86.61011530017697,2,1,1,1,554.7314243735626,566.6154593489083
136.80876074389403,55,4.32905102892869,0,1,0,106.76899591154158,3,1,1,1,574.6593258166633,618.5005294681198
56.0799537918471,10,28.473653034383627,1,0,0,58.80365432964139,2,1,0,1,385.0930711147285,404.48509661145255
34.68120677818851,55,12.434886388331845,1,0,0,15.665590024291483,1,1,0,0,171.30588314570804,187.89020849798422
169.65586801331105,75,16.879092419169908,1,0,1,57.65601079397864,3,1,0,1,524.166371919119,464.1784903441644
45.3550347047894,10,6.489840782305704,1,0,0,2.038102091117853,0,0,0,0,46.22252225876434,79.8792353592975
24.676278251413304,29,19.011056914871507,1,0,1,63.57059774625913,0,1,0,0,193.0465940615205,205.22592684339668
130.70418649791333,75,30.881257284577245,1,0,1,75.37701737455674,1,1,1,1,516.583417313013,540.0424830277589
78.45192556601135,29,8.896305039004098,1,0,1,44.76703529203871,0,0,1,0,237.75218386736026,215.96973640326945
172.59702053974328,10,5.5941965295694365,0,1,0,46.99355979303871,0,1,1,0,302.6568127312332,318.9327563717533
42.71099718601419,20,1.3301675027740347,1,0,1,29.893897899724756,0,0,1,1,337.3724201966495,343.11356744167495
84.88621207069514,20,7.817628175085893,1,0,0,61.53951942392951,2,0,1,1,504.1193209183948,441.28857492737455
87.74533883123912,55,19.394542030884303,1,0,1,70.76558851399105,1,1,0,0,275.2923651231033,269.91180114804
103.02249268335986,20,1.6228972015180778,0,1,0,70.75787640860256,0,1,1,1,417.6498162547166,505.4771108718427
17.730780369548054,29,14.759517700401243,1,0,1,43.30736058349897,3,1,0,0,203.99175147926636,231.37853672421912
43.283954181939606,20,8.60955497994854,1,0,0,25.159567039759423,3,1,0,0,268.87487305401476,208.7810293478058
129.4063491099688,55,25.12257335707995,1,0,1,106.75617845172886,4,1,1,0,447.71576336123815,421.4361140343702
134.01503849040031,29,4.431649051054422,1,0,0,67.69259944603073,0,0,1,1,336.63302937578214,428.97828815929876
66.83554192583658,29,6.507727642641188,1,0,0,51.92535789623956,4,0,1,0,261.33070302047616,269.24044869056775
148.3118521467638,55,12.333905168444506,1,0,0,48.13183706906912,1,1,1,1,466.6315334970649,486.3442903422123
91.01540419660343,20,4.1642766802564735,1,0,1,90.94904514569512,2,1,1,1,530.2060363216351,541.8434235032192
149.09176625910456,20,35.172392560736746,1,0,1,104.06975205447237,0,1,1,1,530.0327199007895,531.4148607517454
66.3499709633104,75,21.855295762993627,1,0,1,79.73442995423537,3,1,1,0,382.8509464933027,392.29644428341953
48.791137014230365,120,35.21666118702658,1,0,1,44.352109701884814,2,1,1,1,574.8383999829034,512.5345973453847
71.88848554506122,120,26.36929441449645,0,1,1,118.3291969367055,2,1,1,1,647.8924104154588,603.3198250727085
16.992445244324177,29,8.95561040772865,1,0,0,10.52267641353349,0,1,0,1,360.98405714290294,304.04296209525126
27.936833949248648,20,7.979201871070209,1,0,1,74.1908676006297,0,0,0,0,114.8829198614955,162.55004608131978
256.79589585111006,75,25.547617952387903,1,0,1,64.93769058411314,5,1,1,1,671.1506586199862,590.6152132112048
119.68352780529789,20,11.592097880044461,0,1,0,86.5549673968497,0,1,1,1,597.6708436705451,539.9049327541038
24.278701319386222,20,11.602502973382403,1,0,0,23.866818305213958,0,0,1,0,183.0273770623327,162.1367184549381
51.39038809784145,120,4.732294210309918,1,0,1,69.2138844413315,3,1,1,1,624.0281531473463,576.984836508168
112.94403718456032,40,7.960096521883703,1,0,0,78.30963992327814,3,1,1,1,587.8539915745687,548.0876087650825
43.90693265737082,40,1.3102451673685243,0,1,1,37.36207298108189,1,1,1,0,334.7378252815367,298.25926046968556
148.4575292712928,29,33.894594418911936,1,0,1,71.84329215791648,0,1,1,1,488.5883435454436,490.0077300142565
102.71799693832475,29,2.6951569929042396,1,0,0,48.318504430650925,1,0,0,1,367.758605816182,319.80533736379647
60.59807322163009,29,0.39328820056080604,0,1,1,80.47085498433857,0,1,1,1,583.4475564604,499.0978492424371
32.742821820672305,29,12.77205766192296,1,0,0,28.963018594954615,1,1,0,0,158.32823622565556,186.9424914039345
79.77443030500055,40,10.834655909221091,1,0,0,58.015246626968256,0,1,1,1,510.3124944748023,446.7796886798014
139.96180267454707,10,27.798906029541833,1,0,0,70.84467870487738,2,0,1,0,356.94561110371944,304.2880275873953
22.745777629608405,20,2.5854457380243145,1,0,0,0.0,0,0,0,1,191.35089580214472,244.3746261637618
94.6058269823165,40,16.64084972720471,1,0,1,85.56527682473451,0,1,1,1,457.77035782958046,491.28337907937794
214.18624322851187,75,2.19547721384903,1,0,0,114.16252715614706,4,1,1,0,509.39813227286726,443.2527473180505
33.42304234349605,29,7.074666718135158,1,0,0,24.27410191765626,2,1,1,1,519.4694792095959,442.89458281506785
21.580685459904995,29,26.92795536449813,1,0,0,30.66910570214273,0,1,0,0,208.59216086577183,164.3655869529372
40.45348484215572,20,61.59400792484229,0,1,1,59.65331026822072,4,1,1,1,606.7737526449337,523.2025165737798
21.58303903996676,40,7.95277796661573,1,0,1,70.86797778926443,1,0,1,1,388.22208560660306,424.85259558128575
35.7284819807141,120,18.095533784610446,0,1,0,57.79070682874457,4,1,1,1,545.4068029426575,554.7525255450114
10.27320496497216,20,32.8042663994105,1,0,1,58.17437532986139,2,1,1,0,209.6772352509409,320.77067844535884
76.98366383750654,75,18.20122017408905,0,1,0,71.6016769377328,4,1,1,1,592.032175171496,582.1644514071307
160.82601814971036,40,27.049372482100726,1,0,1,70.77373387615633,0,0,0,0,200.4099943414749,208.30631766437122
50.21155715016487,29,4.501949822936019,1,0,1,25.73148113581862,1,1,1,1,402.8925862770614,430.91618859009264
70.61775084927302,10,25.788655410276412,0,1,0,43.98096660862693,0,1,1,0,321.87784203347826,292.8524726721657
78.41081193528264,55,11.086214245996272,1,0,0,44.13910710876481,2,1,0,1,394.14416101336104,412.5404152843761
144.00846173470396,20,11.287948122524849,1,0,0,88.0551821062995,1,0,0,0,253.30571424146422,229.49811931621147
48.40634453792633,20,66.09063407123627,0,1,1,67.4613842618637,0,1,1,1,415.8874863436895,488.4174276424499
9.809860548705784,10,6.993334852501268,1,0,0,38.06635632270839,0,0,0,0,82.12773663530224,104.87208790099542
50.24583763910919,20,7.571935667200817,1,0,0,43.84651746553797,1,1,1,0,251.76737715867915,276.5394653541174
212.51199997474242,55,19.292906528902407,0,1,0,89.48405712308869,0,1,1,1,595.5054664593466,573.5861598028308
106.42160540870684,20,2.2478785260567014,1,0,0,50.62147748154492,1,0,0,1,329.95243916268043,324.4981601474539
22.13766771388034,40,13.902197325149654,0,1,1,61.24950830350188,1,0,1,1,478.4114573961584,439.4823205010888
90.47589789192689,40,36.02224971630586,0,1,0,39.11061409445339,0,1,1,1,554.3122596085491,455.0787151138006
63.66149449482598,20,16.624578009760008,1,0,1,51.581507091318244,0,1,0,0,175.0130382507782,199.3802181725806
24.4853746587819,20,21.015901939192396,1,0,1,50.97904623233328,1,1,0,0,140.3325799874272,214.2988871616262
60.70148104370334,40,15.71621300600873,1,0,1,33.42930688656507,0,1,1,1,462.6510302237624,418.3243262913964
46.845837134659135,55,85.90742594822072,1,0,0,22.082731895403356,3,1,1,1,519.9675296247685,478.8690752004482
228.27619864621184,29,5.330281564040998,1,0,1,83.10481197472699,0,1,1,1,422.0100142375709,527.6620856585185
5.340390088416788,55,6.093708362208012,1,0,0,0.0,1,1,0,0,181.61860354043728,174.24885382967486
27.68939096623494,20,22.30837466683733,1,0,0,42.06365807612862,1,0,1,0,278.01038173348877,210.87327342111624
37.5856209508801,10,16.266199150579194,1,0,0,23.521207141039515,1,0,0,0,34.490520761330586,113.50383101526745
59.2267117452119,75,6.558478104314464,1,0,1,60.021756617233514,1,0,1,0,198.45339735376788,271.9071852367917
25.93920338217858,20,14.797479094214555,1,0,0,9.696435041948073,2,1,1,0,242.3695410198808,262.68261795128524
61.10675353657436,29,17.576152113050185,1,0,1,23.75744631226089,0,0,1,0,172.86949263054785,170.15493540150428
115.76957374701966,10,7.4280924804022055,1,0,1,63.5585404095423,0,0,0,0,78.96582610027905,174.0684615454491
70.15656222378261,29,2.876495824238529,1,0,0,18.0339585969253,0,0,0,1,246.69076670628624,267.16029390272337
230.4191504689912,120,1.7141828888145545,1,0,1,143.98276425562352,1,1,1,1,644.4083987753661,590.8994678871794
19.559803876614318,20,0.6863694341831339,0,1,1,100.89012228873882,1,1,1,0,388.86124314071157,362.2053252597727
75.08572724553161,20,9.212138890812255,1,0,0,32.007154153125455,2,1,0,1,415.73933781127914,381.44545743998725
45.22523588036506,20,30.27523410472932,1,0,0,0.0,1,1,0,0,177.5829113390173,174.12851480410805
107.04124580082255,10,12.775661271244344,1,0,1,52.83397298979777,1,1,0,1,386.2875555161367,392.3939199205304
26.387284933454236,120,31.925023467680674,0,1,0,81.76833769921511,2,0,0,1,502.9355719797222,429.84791921265344
71.79760762629037,55,31.74539954367746,1,0,0,79.35363288085226,1,1,1,1,426.4015822223386,507.25082017138794
164.2464840954514,10,1.33269637863257,1,0,0,60.712479295477095,0,1,0,1,480.73959768552834,401.0159465023409
67.4629539519776,55,8.780324217899803,1,0,1,114.64743381186285,1,0,0,0,234.94053193339766,213.04715921946553
35.610041339013016,120,2.7612858294989273,1,0,1,91.06183305574834,3,0,0,1,461.93723903535,427.28495373034804
61.18210163555612,40,8.03819563716549,0,1,1,80.63223201854132,1,0,1,1,429.9178262726964,463.3549508352032
265.53978415638346,75,21.92947202293409,1,0,0,127.95325604954886,3,1,1,1,678.7196696168014,632.0967235918584
61.933523749515444,75,31.514177951402562,1,0,0,75.50248587146751,1,1,1,1,569.6227376385731,518.1676897071696
30.955881222026587,10,20.897117041251445,1,0,0,12.210494587975731,0,1,0,0,102.1338296290782,144.96080792157917
69.09776111683962,20,14.384675670285146,1,0,1,49.156745430874814,1,0,0,1,355.70212767285295,305.6480456764357
95.9190839211031,40,9.723819578232575,1,0,1,34.80191927593209,1,1,0,1,337.8349781783227,378.7514450126789
31.275242310209013,20,7.454950959353149,1,0,0,23.11222456364718,0,1,0,0,176.0578280466583,152.11965665065892
103.78760990728651,10,38.68644295851239,1,0,1,65.81375139042649,2,1,1,1,533.2846751173893,514.6263313177543
25.928959572283688,120,13.669713806251723,1,0,0,68.98849198103164,0,0,0,1,376.2136216152254,353.7851209804036
158.90621688124767,10,14.05340235862576,1,0,0,68.72741504099359,2,1,1,1,478.5180072594578,535.4789206553886
36.61633387907714,20,3.4599516101910592,1,0,1,76.99972566079799,0,0,1,0,196.78198692317335,237.79883560283244
144.47769164691667,40,18.377179978109375,1,0,1,75.00200200935743,3,1,1,0,443.2130844629781,384.2560159354709
39.368169251968865,55,12.299030457072446,0,1,1,80.74163574163966,2,1,1,1,527.1054405059731,549.1138250643991
99.50882391475565,55,41.43159986774199,0,1,0,61.6695350952798,2,1,1,1,545.8239293542871,541.9321956071683
37.74918475453224,40,5.763442853499505,1,0,0,36.5815006563289,0,1,1,0,174.91892155030382,252.98192716699714
75.4392337368411,29,56.06584117134911,0,1,1,73.6535112738013,0,0,1,0,252.0022914598366,273.0918609060059
69.80592299347211,10,3.230407718033573,1,0,0,53.75670787102535,0,1,1,0,295.30226540947496,287.0924592836976
87.76947067132384,20,20.731871799632778,1,0,0,41.8742859606158,3,1,0,0,230.1567038699308,247.38043884660433
93.2808038953475,40,11.156630728699003,0,1,0,56.76004787514434,2,1,0,1,451.29986161912433,443.2685608531855
29.962926349350553,29,20.79430178983978,0,1,0,47.05298791551411,0,0,1,0,205.28866180683826,218.85462396906922
