prior_90d_spend,tank_size_gallons,customer_tenure_months,freshwater_customer,saltwater_customer,first_14d_spend,water_test_count_30d,repeat_visit_30d,livestock_purchase_30d,maintenance_subscription_30d,long_term_value_180d
35.21606851455361,10,4.581689979900072,1,0,57.442045744301836,1,0,0,0,123.08886527262096
78.63426675262855,20,5.1259182707166975,1,0,42.1949703255466,1,1,1,1,449.53397442504513
140.4491158061965,20,49.76691638432376,1,0,49.08837670209799,1,1,1,0,367.8530547265743
91.08798967720708,40,9.844855697826004,0,1,58.21222574085768,0,1,1,1,555.6464172202075
120.47448034691936,20,11.987932733230917,0,1,78.92316270290256,2,1,1,1,581.6683446078877
25.320082316036977,10,10.535302007358364,1,0,30.523871535271788,0,1,0,1,347.77410402657176
78.77283403857022,75,7.122819739774681,1,0,71.03035853703344,2,1,1,0,414.984206554489
52.334218771010825,40,11.716312173078492,1,0,21.32574021127297,2,1,0,1,365.99347436546435
54.00956854315529,20,29.549351462563493,1,0,81.16051410157945,2,1,1,1,486.36325764604567
163.98350586241304,20,16.55133498066057,1,0,52.65649497810172,0,1,1,1,504.50659348679807
54.64923678581553,10,15.143622633012832,1,0,15.031144596829991,0,1,1,0,275.37922465358497
80.53425052431119,75,1.2972268421350581,1,0,80.22107842349007,1,1,0,0,254.57957895844893
12.188889037195013,20,41.06498853971306,1,0,40.624821894970914,0,0,0,0,60.472250979202336
187.63399405725224,120,2.6549445797217888,1,0,80.22002424076577,0,1,1,1,536.6400106146622
115.95804694778705,20,38.06780651590328,0,1,80.66162194082784,0,1,1,1,435.3231062517127
62.44451382347914,55,4.811914837984419,1,0,34.263146114720655,2,0,0,0,96.54269555339408
50.60948643823503,10,4.44135474067449,1,0,37.17438237721566,0,1,1,0,171.56431027942176
97.34374265290455,29,18.975562828671467,1,0,50.5919623957816,2,1,0,0,244.24604917345923
139.35826011805764,20,4.2604984247200255,1,0,109.83969495798658,1,0,1,1,458.51173210895513
189.24088231748854,20,3.906815699168906,0,1,115.39004446575734,2,1,1,1,603.4658224159892
113.46380871143796,120,31.554705252919437,1,0,98.56601949307442,2,1,1,0,431.53631808181785
68.56743822386801,55,0.9035267848682298,0,1,80.06987588607697,1,1,0,0,362.3426630534726
124.9986923569403,20,19.589065645337893,0,1,40.52629143500609,1,0,1,1,444.11951859341514
110.33979953180237,55,2.5040602224325075,0,1,78.15881019626943,1,1,1,1,551.948505180813
68.7578284987971,10,22.047128505849432,1,0,23.021316451718466,3,1,0,0,252.40236779276682
108.21859584183858,75,2.132767709567469,1,0,60.00821963230749,2,1,1,1,501.86756159420406
106.87896565946352,29,22.592085745290838,1,0,49.79987646629983,1,1,0,1,393.2252024458348
62.183706346214386,20,3.963649732846122,1,0,0.0,0,1,0,0,88.56261054815837
43.55139766525481,20,8.905074782296715,0,1,40.67827674983569,1,1,0,0,143.85859990606212
100.80739372704166,10,4.480973258643864,1,0,43.805248521392826,0,0,0,0,106.86028804339601
27.858836864386145,75,78.78317414927648,1,0,60.6015834124067,4,1,1,1,558.106950282486
22.717071629342254,20,0.19663852650708666,1,0,6.266457689229792,2,0,0,0,85.62293336147935
81.4179142131,10,6.597946716057551,1,0,18.58113421030538,1,1,0,1,390.55232711055476
98.9813659992225,55,20.83464708233981,0,1,52.28797493431472,0,1,1,1,498.94484989473057
80.99541942046169,20,2.941641780175982,1,0,31.659649704728942,1,0,0,1,321.5812520218057
87.1910268552581,10,16.39715613669624,1,0,12.660837751200951,0,1,1,0,162.76995920811578
97.85935856360717,40,16.04265137706072,1,0,77.83483357878863,0,0,1,1,469.1468801326993
164.37745703867472,10,0.3175001186448366,1,0,74.60813681120155,2,0,1,0,326.694354571953
114.75345236289041,55,7.025823628152331,1,0,116.96717742667708,0,1,1,1,614.2355790432475
112.48387076796361,40,1.237378810612039,1,0,40.754663845253575,2,0,1,0,317.93028993231695
77.11404292202583,20,63.18094996426105,1,0,56.5802630995574,1,1,1,1,380.5821063231782
79.13231485592908,29,15.17686561153121,1,0,13.997308540691776,1,1,0,1,292.2535954727575
58.52951923323281,20,31.421654593738417,1,0,65.14764941644347,2,0,1,0,216.94596479277624
85.43524708392478,29,14.568181186014124,1,0,37.61274290761685,1,0,0,0,150.9048254754746
26.662220169236292,40,25.52913127827383,1,0,28.278634954726325,0,1,0,1,367.33912877718944
164.86503520005436,55,10.846293049378883,1,0,98.32450527214979,0,0,1,1,460.83060855052565
33.374399109380406,29,3.9870594074735513,1,0,55.51806014631434,2,1,0,0,251.53151643518171
114.6004562389398,55,52.15188715622684,1,0,35.63690038877655,2,1,1,1,458.22978947004617
151.71489363901713,10,14.51619879558068,0,1,69.91360223206992,2,1,1,0,366.7501154624475
114.4221422723337,75,12.125009833005619,1,0,94.09819268754933,2,1,1,1,597.1216290700257
251.81461288290558,20,2.409283302395174,1,0,74.97761345333133,3,1,0,0,397.3109117799655
8.727370745811886,55,8.826744004214268,1,0,36.39974261171799,2,0,1,0,258.62778841421476
45.79961958371289,29,0.961372914264158,1,0,43.86510398557368,1,1,0,0,172.1772036322784
150.0930842897173,10,16.84693770537339,1,0,84.82104444980251,0,0,0,1,315.014789342924
21.89748318850018,20,17.198021515839994,1,0,37.984578308155236,0,1,0,0,127.13950601174409
34.24088204347849,75,11.518696076021513,0,1,54.54605779539287,0,1,0,0,252.88388148298367
93.74186680218747,55,46.231535136790995,0,1,26.57796472712397,2,1,1,1,591.1029312074822
67.96709239351948,55,15.925711398007902,1,0,60.549415837805206,1,0,1,1,413.5939082159828
89.85480962394561,29,13.37806505859677,1,0,47.27407869020394,3,0,0,1,377.3335414464047
72.16937938556826,40,1.6463039850265062,1,0,81.03311757791408,2,1,0,1,497.32596397991216
76.91838301266843,20,7.381801555231534,1,0,50.265239400224964,1,1,1,1,484.1534001049872
37.09774392151245,40,96.0,1,0,20.3793043177286,1,0,1,1,387.2777133704674
75.20196208422503,20,0.4705935205445773,1,0,9.733635193283504,1,0,0,0,104.23431480993888
48.25577475204969,55,14.089690041079084,1,0,36.15162771232137,1,1,1,1,470.3457783220222
53.42782216058926,40,14.121315401591815,0,1,63.07245347612035,1,1,0,0,276.9567749696212
113.56960936609008,29,15.811426570962835,1,0,51.951676418069795,0,1,1,1,385.0682328217524
20.87942256717164,40,16.57155287304238,1,0,0.8619623822802183,1,1,0,0,106.14737670078503
5.218266036123674,20,25.665862851665384,1,0,0.0,1,1,1,0,192.88924388669483
108.12255341368837,10,18.238129034470443,1,0,21.858317867719272,2,0,1,0,195.95541095095382
75.25522993399666,20,0.18865769430997714,1,0,0.0,0,1,1,0,178.14072060578494
151.6080486961388,20,0.4952890109923301,1,0,35.42338080035056,0,0,0,0,224.25368536926078
35.013822389700444,20,0.14088053833999514,1,0,32.01634462062804,0,0,1,0,181.9945723898741
60.754366462052715,40,49.36901977239284,1,0,70.8103473670707,1,0,1,1,477.1758547527467
69.83850817059361,55,1.1458443630640094,1,0,0.0,0,1,1,1,290.4294306770033
40.832357610411044,29,1.980756167766786,1,0,8.18050678982328,2,1,0,1,429.40155812854556
31.401352112748974,120,21.035406980903,1,0,62.46134191623781,2,1,1,1,489.3608449675911
111.78612701661623,75,19.714583816608034,0,1,70.15224591757246,2,1,1,1,656.6452660340792
19.02161570221774,10,17.506289867588443,1,0,23.323402127461783,1,1,0,0,133.38977207550312
27.138387504023093,29,1.977439884053436,1,0,35.47484717826366,0,0,0,0,44.9994008597386
59.26322661783649,75,10.375819358850727,1,0,39.34856352120936,0,0,1,1,406.1929776069485
120.5362243053414,20,40.23684053573232,0,1,93.44263399567944,1,1,1,0,332.256114949102
42.983884927157014,29,5.47359187006787,1,0,84.73333469932867,0,1,1,0,290.7214310176141
38.77469030690989,120,0.586171597488162,1,0,32.20306077061095,2,1,1,1,438.0419996382219
56.69523140943816,55,1.7037643434934042,1,0,62.533145875604546,1,0,0,1,451.48838947056663
84.2132781882336,55,7.602348686410795,0,1,113.66764055397778,3,1,1,1,598.8234595284317
50.27425197433942,75,6.967046920061208,0,1,95.9087032206604,1,1,1,0,432.1840900154236
130.80814480610456,20,20.292836605964144,1,0,36.45092658166659,2,1,1,0,335.17617984983326
134.43960476463175,40,14.8617974820285,1,0,50.934551556173496,3,1,1,1,568.9113951900251
59.26094677025265,55,27.388974633332655,1,0,4.691202002528399,2,0,1,0,196.18785032839972
210.08372557970452,20,40.806891968326866,1,0,59.682603972943724,0,1,1,1,505.3184898014603
68.70755422286813,10,38.68792281009942,1,0,20.791340300708754,1,1,1,0,344.68400422800966
131.4943548081849,20,14.006680306035916,0,1,79.85408130040534,0,1,1,1,517.4755969920114
82.58976916750747,55,1.5192633398394921,1,0,23.87631606045139,0,1,0,1,319.40565160154716
81.5231048987186,40,42.26022696373182,1,0,45.98417170890302,0,1,1,1,400.7107581672477
14.989370130901698,75,15.197934749313731,0,1,59.480267902175456,2,1,1,1,549.7876541842867
25.14374548515841,20,2.5286375234695786,1,0,13.88836600776194,0,0,0,0,47.524179641152564
52.29214386991382,40,10.831056722524696,1,0,55.239583696269875,2,1,0,0,226.52794508836524
133.77545673193362,10,10.756675208657683,1,0,39.63693873583515,2,0,1,0,257.2224571256514
83.41083910709993,75,4.394733964418666,1,0,61.847108528204046,1,0,1,0,238.71177174792305
52.65689180578542,40,18.102146899353976,1,0,8.312063673425712,3,0,0,0,156.18602378072939
99.63944254369248,55,2.1236544244537,1,0,36.17956277656852,2,0,0,0,147.4602955875107
130.55224981597001,20,5.286088901611563,0,1,90.67021709437788,0,1,1,1,581.2634657220565
65.63693066465169,10,50.76888587317847,0,1,13.103335256698188,1,1,1,0,217.5658369133943
76.59192630055364,10,26.309065489667358,1,0,51.27230467816178,1,0,1,1,361.508204896345
69.80819286089468,55,29.45582721520401,0,1,56.34598118299276,0,1,1,1,571.8009029781804
62.655455364095566,10,40.300793291117145,1,0,0.0,0,1,1,1,336.487553050184
34.698411356096734,55,4.538631886662243,1,0,26.635893645165932,0,0,0,1,241.54683318923688
32.4874264208961,20,5.259332684887874,1,0,42.19901480547012,1,1,0,0,180.04281527333526
99.21648344478974,29,1.754695822797466,1,0,96.66760544655065,0,0,1,0,304.14152933524684
132.18518695465113,20,28.220992020284733,1,0,93.0125660530706,1,1,1,1,454.6809838204421
52.57886909718863,10,30.917353803635596,1,0,7.999721098141666,0,1,1,1,387.8601888150473
51.656549458921106,29,0.33257627690367275,1,0,51.1316276132657,2,0,0,0,104.89219985695004
11.059627724246026,20,43.90714440460917,1,0,10.623879212952025,2,1,0,1,412.4589977525147
8.887162634148655,29,5.612021834911933,1,0,8.979197529883155,1,1,0,1,292.8800030545476
154.66043966202028,40,89.05327366711104,1,0,85.54298275804334,0,1,1,1,381.319711008809
36.614336384570635,20,2.493163121546972,0,1,50.11740883763224,1,1,0,0,308.77109810066395
262.8771712850209,40,46.777551236876874,1,0,96.62922607145659,2,1,1,1,657.0893918884753
42.06192672077282,40,10.80512939076742,1,0,0.0,1,1,1,1,366.89193846241545
15.50794827544116,10,17.33017188164672,0,1,15.573682385738241,0,1,0,0,108.22399491923733
70.20664153747843,20,4.694966417011526,1,0,16.039486574673127,0,1,0,1,262.4882068492475
110.91423173579354,10,27.296650473153434,0,1,72.91665714988042,1,1,1,1,480.8466565176491
102.78634173597729,10,27.05995021933149,1,0,57.625878376145025,1,0,0,0,183.1696977145909
118.35688527096981,10,96.0,0,1,101.75242358519534,1,1,1,1,595.7188699599174
29.055866926024226,40,37.73539783058817,0,1,28.050621648026688,0,0,0,1,190.48846901145603
152.28782037476822,10,7.624295230851123,1,0,93.09701614459863,2,1,1,0,377.02486552794056
158.0793449764982,75,2.4888848110727673,1,0,68.37434639757616,1,1,1,1,548.2933276187134
162.53529146362374,55,7.881921284760218,1,0,71.39766831989787,5,0,1,1,515.2986042343123
78.47589978800835,10,24.377703503819404,1,0,32.63216013727876,1,1,0,0,229.26237322245646
49.515778826593156,40,9.09850305672472,1,0,41.649635929594005,1,1,1,1,354.5872566811642
46.14520953768993,10,14.420388334771472,1,0,42.13684108273278,0,0,1,0,148.92956270341966
15.420106935646634,10,7.026269108631325,1,0,41.635399725880376,1,0,1,0,227.80693350182312
42.807925057158585,120,25.13502500018724,0,1,69.35342588560663,2,1,1,1,575.1574805914039
4.69869439618016,29,9.997209681980381,1,0,23.294004571255822,1,1,0,0,117.16964709994926
13.318993578606982,10,7.144694308406974,1,0,0.0,0,0,0,0,54.927450843559676
77.9065228633699,75,26.404032781118644,1,0,68.16782018467688,1,1,1,0,290.39703800320564
53.95061347597873,75,19.88577786182347,1,0,52.880014171301525,1,1,1,1,523.5140842903469
75.54977174331273,29,0.47298224421649876,1,0,22.664828806451645,0,0,1,0,116.85264434831609
105.2984237395105,40,0.24021379444951013,1,0,23.222747930099878,1,1,0,1,422.4469782113199
85.52929519419958,55,4.49928958584848,1,0,53.17511312020233,1,1,1,1,528.6731372821378
80.55756278810175,55,5.991088423295093,0,1,95.08846312901099,1,1,1,1,659.3046567985778
61.2564376044951,29,16.45607053851344,1,0,70.94220019920688,2,1,1,1,483.83549904995925
35.518751675677,55,21.81488581999529,1,0,8.1764871659405,0,1,1,0,234.47868877471652
22.06346078422309,29,10.356639228435004,0,1,64.4150450375433,1,0,1,1,373.28967347275
43.71613332383056,20,18.92659666504943,1,0,46.51113975800366,0,0,1,0,251.08452082486284
62.01140918230664,10,29.884514111160282,0,1,79.38981503644698,1,1,1,1,506.9053552920936
67.8095419261934,20,1.399951704884643,1,0,45.69251462319848,1,1,0,0,272.0726607965245
118.52532326629824,10,76.84271038689262,1,0,38.260391509080485,0,1,1,1,476.79177385103213
57.99258882890439,10,2.999519699317117,0,1,65.168229531406,0,1,1,0,299.66630567741385
95.22419085238863,29,16.11946824026984,1,0,0.0,0,0,0,0,78.13431750930339
17.669715197020956,120,15.353642320715712,0,1,46.379926946486464,2,1,1,1,546.2830658428895
78.68178734340232,10,21.31924717197028,1,0,16.127930637783606,1,1,1,1,413.5141003548822
74.8384385431576,20,22.139544628234553,1,0,22.258868713890422,1,1,0,0,183.01514420502815
152.32159763803222,55,19.531012309086286,1,0,33.561843473874305,1,0,1,1,370.883246370155
53.98682859279811,29,13.361587574335942,1,0,21.74072626096535,0,0,0,1,262.37107356105537
52.267936166060544,55,4.090999946803082,1,0,28.809708795235327,2,0,0,0,179.28826468016263
105.79529043408006,29,37.32705306316923,1,0,41.82944393785296,1,1,1,1,395.3002838867006
23.67474772493018,40,12.416355494291148,1,0,35.5997280350621,1,0,1,0,272.79225902961565
77.25139972357543,20,32.568793278216134,1,0,10.15811865510419,2,1,1,1,341.139064747058
22.579870625118627,20,3.969233494537545,1,0,13.50964923490568,2,1,0,0,197.61964817088568
196.85816618115854,40,16.190161779858716,1,0,72.36996940017009,0,1,1,1,481.7009571455648
47.086413628913974,10,12.82254893386524,1,0,0.0,1,1,0,0,95.28276774908926
