monthly_fee,tenure_months,usage_hours_30d,support_tickets_90d,days_since_last_login,plan_tier,autopay,price_sensitivity,prior_discounts,treatment,outcome_90d_revenue,true_cate
23.208354880585862,62.5716798963164,32.11283116631973,1,21.767299461793083,1,1,0.18701579341653468,0,1,59.38019304438585,-4.286382695377174
16.347734574125614,27.555623736872885,9.350885838567288,0,23.485561547815863,0,1,0.4324642591280404,0,1,16.589543541298674,-3.923987062189535
17.291252736635556,18.729931620040006,14.182267867027768,1,21.208729539620233,0,1,0.2935883565695148,0,1,12.577352135102934,-0.8324006064250029
28.189882952551635,61.9481715071214,57.02308538637372,0,9.669661604947054,1,1,0.3936463691843878,0,0,88.24903178176623,12.068081617945031
17.443417070866765,8.848383343467718,5.948215402719269,1,19.18571164026817,0,1,0.36680910959330115,1,0,6.269985074980118,-3.724156789942608
12.807897041043491,33.01857314174697,6.136329646829528,0,3.521715486004922,0,1,0.17246933741066264,0,1,23.07568380792767,-4.527082573480584
28.305715997990426,44.74424180336779,23.95501448224725,2,9.630186667037515,2,0,0.5324060633778552,1,1,75.29260660125402,8.769395815847144
23.858238449578945,38.54341067349086,7.233043597002222,1,1.5613699087399397,0,1,0.35859078102164094,0,0,55.30687220083439,1.0609601072379569
8.0,16.11861234157779,8.290714471370345,1,7.699484230924522,0,1,0.3735900865781938,1,0,8.724956973672663,1.4078377397763608
11.929717257795962,84.0,1.4595071965849609,1,8.910518465171078,0,1,0.5088613463410491,0,0,27.948656077788286,-5.153902534446958
25.378622372169282,25.640716818505375,5.514576114637054,0,39.432069652381415,1,0,0.29346907593710353,0,0,5.92462582670589,-11.05940369039016
21.670230416072975,10.28081708788715,14.31020684305627,1,7.859383479939345,1,0,0.4965878289979226,1,1,22.733376837614752,9.5427971616652
31.024653325371048,24.320027681221262,27.25838131279705,0,12.490577321823967,2,1,0.5238836629497864,0,1,79.33472320484803,3.9528489825003317
34.43239920548049,20.604582507888143,9.339223495805607,2,8.476542831534404,2,0,0.5574360831907488,0,0,29.374185952107403,9.037883497084819
27.67321816134912,54.6338461702113,2.1149977920750938,0,6.686126377879985,1,1,0.49209274424190075,1,0,55.396665844886506,-9.80539752236171
26.00417009980855,18.342170806634705,8.53729159060161,0,4.254790532336587,1,1,0.41598841870364506,0,0,59.37782734793831,-0.054162017303022836
32.97593242188466,6.398799477811439,7.883127876265761,2,9.028651602252555,2,0,0.5271356385788094,3,0,9.388094887069345,0.5789597134767615
12.947791563827542,22.112612475066037,23.281580552729448,0,15.6797313164871,0,1,0.32708186893960517,0,0,25.780401425644158,3.3440596074324525
25.79748457967717,4.691512953342928,13.947103297867304,0,8.289701366583923,2,0,0.2009762877765341,1,1,38.87970721671039,-1.3868567361495856
31.502797192654405,32.811913003599415,45.09710448970851,0,14.604560002372715,2,0,0.621196403413364,0,1,117.19579106916622,23.51069797830495
8.983567853446681,15.983608100899337,18.165446969151798,0,8.633779788643213,0,1,0.29568721931425146,0,0,9.8163179369385,4.133059906822546
27.10308739701717,18.328339694321723,7.98597944399853,0,9.041987507333621,1,1,0.5428568008310536,0,1,48.702179219032196,0.7586614583354154
24.608245737036196,6.2820854212157125,14.377503647981632,0,8.396647972459775,1,0,0.3804904783686235,1,0,19.516524845117605,4.730903609793655
23.51122635888164,38.30402628011243,28.676491266628844,0,21.265266427026905,2,1,0.4483197576038256,0,1,58.75379798063627,-1.0887879018124713
20.751977685346716,13.74111940653328,8.263000363679588,0,16.19932372790063,0,0,0.6135565279630959,1,1,17.55985138197633,6.1918706322098584
38.62653126169282,16.738423914387095,8.593116886143592,0,4.649261554009465,2,1,0.7396439161863774,3,0,65.36283123422105,-5.324387227739141
18.39914266948294,25.589381439943683,40.38596612727501,1,7.046594417452812,1,0,0.4084060529825125,0,1,69.81068123458644,20.200671556301025
39.74163032064354,45.27019150130711,4.102972020886282,0,6.508024432503123,2,1,0.5178008567934135,0,1,92.82687420856347,-7.554565439264441
34.91441536607416,7.473159532980743,77.9852097245673,2,27.34443021036498,2,0,0.7206873966966347,1,1,123.95906458731025,39.69970811056449
24.363650625089683,6.342650298762586,7.840976359451732,0,24.18399151356398,1,0,0.7105443798453102,0,1,8.875823076774635,6.898083205355796
21.735662326401346,25.060357754104864,13.600837792737499,0,38.85852598157471,0,1,0.5456550463194607,0,1,7.248775686703967,-5.143905305695295
11.1925942349978,11.437091620049678,18.958062797571376,1,1.4948586403805955,0,1,0.1559958293548647,0,0,24.244474275134337,6.4680354066013805
27.803362866583626,20.065176923388368,13.401688407263867,1,3.550522546075006,1,0,0.5410896331132969,0,0,40.10378800621504,12.658660478513172
35.38927314733593,21.02274873209291,34.032309312348815,2,7.104108145568951,2,0,0.6477564640092046,0,1,103.3009404567379,27.70303796851653
22.922904710314267,15.761952140479936,11.516770843973022,2,23.441983703264373,1,0,0.7250152279706364,0,0,7.118013388303992,12.546531014315825
26.425890631297133,28.819580953752478,25.39659264302409,0,6.1176667016608715,1,0,0.5426497779601789,0,0,74.39368742092002,13.571463853198845
16.6713404735448,47.40409341813775,7.4864832329612705,0,20.23969408216142,0,1,0.5134310828195225,0,0,25.554228549108217,-4.438068804509488
25.500472986275387,22.101546271856296,3.8440829246951234,2,11.507900421404834,1,0,0.3181739804752691,0,1,20.281978297747553,3.3234032117186167
21.023336893860556,21.297144103178162,6.102213501124737,0,9.193472027180803,0,1,0.33269566195932704,1,0,32.73366222876552,-5.32474204740171
21.01419497799823,11.4905182764128,28.496255448701014,0,10.697286679800923,0,1,0.5038338047633945,1,0,48.4554299667951,8.610364698603316
24.276087117230364,35.47828032613794,9.531532048099272,0,12.716408648241224,1,0,0.2112475303832997,0,0,37.07632033344481,-3.255435837061001
26.346505229683622,16.143867087481897,7.19693181687782,2,7.707073407043728,1,1,0.20745651459361883,0,0,34.56367684373057,-1.5304685708844148
9.108285755877356,2.7951094037073547,17.901124349564075,0,10.053473295842105,0,0,0.34412992195126385,1,0,17.23190961510724,9.105873933529937
31.644739473340767,34.47612558203627,18.196110269941627,0,26.657325799299464,2,1,0.6715060941602988,2,0,51.799440372318166,-2.810808054591959
18.316947104629453,68.2046618187871,6.58290871369833,1,12.078404459018016,1,1,0.493428437863456,0,1,47.907269219558316,-5.167880441268357
32.943228167249515,53.620689877588696,41.22012018523124,1,23.858455994287286,1,0,0.5736408037268983,0,0,81.89956883568604,13.226228339247225
32.480167809087945,24.30976443484754,56.25453153921361,1,1.3563039102883645,1,0,0.1926161847966726,0,1,115.60195478533947,22.670228146968615
23.033530674190644,14.031924429734891,16.37291150813295,0,56.06257307201042,1,0,0.23267512269260104,1,1,-15.668558503034347,-14.723637861856991
17.346256404957533,27.615749662908122,47.925912812561144,1,4.042998775675489,0,0,0.15977179579485704,1,0,48.758193121567096,17.871107644309486
21.799763412745847,28.974216316625114,21.641659126749783,1,10.142455945649754,1,0,0.2067535466206885,0,0,46.55866343058823,6.025017740805834
24.120131280426516,4.342275879520575,4.264651597808871,0,11.405166033726752,1,0,0.5248011289167778,3,0,7.844699013038739,-3.058688249402849
14.422008930928566,32.010364225935525,19.67573308953923,0,28.31399123861945,0,1,0.49941309397489736,1,0,17.490059187191747,-3.1236293878501575
25.301541012322676,10.66569671506802,17.912582951164453,0,5.75808838073931,1,1,0.8057555502598626,2,1,52.10867442962926,13.022446811440343
13.821154467069404,3.6612524918727147,4.206878087058223,1,7.436197899878405,0,0,0.5495654597103354,1,0,9.92556124720116,10.432731808912088
11.933501479552898,18.78629070145019,11.001349816688103,0,7.307296576664847,0,1,0.19677997205063114,2,1,12.9971432881795,-7.289657481882504
24.28890233190907,38.64328493300421,6.399248263390264,0,4.985708822935997,1,1,0.15002961499361048,0,1,52.92855567143603,-9.502211497115443
34.389154669413784,48.888754732767346,17.961873167146972,1,15.707461336715392,2,1,0.35789959326893034,0,0,89.7759294329954,-5.96110420126031
45.0,11.438668082508059,8.97722870252098,1,8.868147119761398,2,0,0.40209105879257967,0,0,41.415433880834776,3.06424247705064
8.672811430240781,22.78066696407133,29.02618702939356,1,8.952540433073162,0,0,0.17859435096529744,0,0,11.144448980953161,13.260714563681203
15.480327117698264,5.150842773677318,45.55099913602833,0,11.976020841373987,0,1,0.7309279127289613,1,1,54.93250664947756,27.767541087577026
17.92155058161823,19.027062411368835,70.49267792327056,0,3.6799207549426685,0,1,0.7487725548202916,2,0,51.061941958936686,36.383859199683585
33.8305987552528,11.081188952406526,14.340058126753116,1,7.847706128179657,2,1,0.5297161547975315,0,1,47.2985111655653,3.9464393083102625
28.535912380142687,7.321874608752099,9.57336433573593,1,6.2092036274978275,2,1,0.8366846247647656,6,0,37.14218058776809,-7.674048528468795
16.74863516561225,14.027899501731437,48.33355707047412,0,5.979185448932652,0,1,0.14841156852478454,0,1,57.094750724377676,13.866248621064853
15.589574784504334,28.120700466135332,4.401432903370632,1,7.898367197632929,1,1,0.3321333468925866,0,0,22.70673632034855,-2.700453683035693
15.073681777340985,32.35339411699374,11.745435487568866,0,8.719737392002731,0,1,0.8267303295003029,2,1,38.99955006207805,4.2923932097879645
22.8025654641661,27.1915974256239,17.660548796420237,0,5.194633972376423,1,0,0.20829948385933628,0,1,60.784869812718945,3.890653722404535
15.897187828553115,5.813366195626805,14.73579393012776,0,15.437881289447317,0,1,0.3638615325285965,0,1,19.930771829795603,2.440679261298367
34.27515786776509,31.462014939515253,9.632167979287411,1,20.508247362291634,2,0,0.6613417710095869,2,1,19.288371150872578,-2.3381038972586774
27.159432003081715,61.21334921361691,48.2974063636731,1,8.988565712002531,1,0,0.4629797264761524,0,0,81.64079864167888,18.469079395027997
27.714354449797266,67.59675047699784,7.018825577975004,0,2.9003961769140205,1,1,0.5021729450312971,0,1,79.7133690697388,-4.926579718200149
28.67490175953982,12.963271376156593,7.0452503234812465,0,1.2889451855901726,1,0,0.4786510663365644,0,1,50.3450136744951,7.911622759716146
21.408555775482935,4.908851747872478,13.575165647885635,0,11.722465262472381,1,1,0.6874723276325664,0,1,35.21313574656765,13.747230728261272
21.84532544108643,33.189214638558404,17.946011068731455,2,13.597856317881579,1,0,0.3490615337880693,0,0,30.276986910141808,8.175823542592894
18.732880795583238,30.42126876510455,18.92100260276039,0,34.90810621926102,0,0,0.43598180245293155,0,1,17.078601697968836,1.4542828055973587
15.921737834334337,22.73097228438908,23.285894241216575,1,3.8549103343477986,0,1,0.4601620042220148,0,1,49.72174614208328,12.186552601769677
19.27493846340072,23.569481743406463,3.306812858840297,0,9.398328832238198,0,0,0.6370254326073111,0,0,17.502528640725252,8.823713257495864
15.228851828139229,49.58865360076311,9.425157449952348,0,2.405612815887805,0,1,0.5658171997056578,1,1,33.96755093220293,0.4669374959080832
18.957598481467134,6.9156371654469595,21.880730193684727,1,23.296863457203038,1,0,0.16481734911505927,0,0,14.376851627296505,3.910586121960365
34.19208915623702,7.947602057374575,12.368649112856238,1,20.886858701091512,2,0,0.5046156221162381,1,0,15.079942238317315,1.3005262809409799
38.16943027205502,23.65292118357325,15.242773602438172,0,11.438857395665753,2,0,0.650150127400815,1,0,61.177898396738904,10.142539117525033
32.462451374425434,23.572165940538493,6.871045151646066,0,21.851527923996453,2,1,0.5643272118197811,2,0,37.45282759670252,-12.963733093889065
24.722521200725893,18.320351018684722,51.17424443239891,1,13.346228599255372,1,1,0.3776077481008886,0,0,68.35804705670124,16.3617124315714
23.004568514130227,9.298244969828875,3.493818949233986,0,11.20385248770064,1,1,0.5981975877743718,0,1,16.055031512565833,0.9791666612641592
16.01536215606169,38.56638663478521,14.142788230036041,1,4.035839184698931,1,1,0.6008976351249382,1,1,55.22417319918746,10.212213606877278
29.533353480301624,25.384280462003495,26.828641696431436,1,32.47306942350204,2,1,0.4476746009232047,0,1,36.151000818264116,-2.3725982140726187
18.237709095256392,10.684385370536255,8.946294017812374,0,7.189079053726125,0,0,0.47374160760027223,0,1,18.237356242658112,10.140353877772387
19.316933092083143,39.208659468894844,25.73199899447131,0,12.022425979889924,0,0,0.29356511821924125,0,0,45.71686900996358,7.756258974253207
23.714063437491976,21.394870159185487,18.878814219985365,0,11.008884784927254,1,0,0.5754254018464695,1,1,44.27534963236743,8.155559887322683
22.645618071779822,36.07218939712142,18.035033210490624,0,7.32722500191349,1,0,0.32352130136824525,0,0,50.094786449509826,4.72052346833531
23.473013822446987,31.310755969861525,12.372910356912,0,5.280411917500659,1,0,0.5547493859630812,2,1,55.5210752173447,2.6533389925894384
17.32234682715546,24.93866451956244,17.647676460777017,1,4.7320924536994475,0,1,0.17903715021818437,0,1,39.994109973425076,2.8944454455383744
24.36544817944593,56.64384266267988,40.656904532101315,0,34.20487590696584,2,1,0.48128439285815405,0,0,73.68332087132069,-2.209400107893882
20.312532176304995,5.808681859769337,11.35480217815582,1,6.702440001542018,2,1,0.3194256145173086,0,0,34.630196990937364,0.6280436525183828
22.404336974562355,37.27595550415676,3.946135676759568,1,3.632105189958381,1,0,0.2536103615217199,0,1,40.58584448320891,0.6915378903887675
33.67648376800664,68.72578870984309,11.653567673170114,1,8.097228640859717,2,0,0.5148616319549693,1,1,77.6250270857467,-2.2703691589118646
14.083477194435565,3.7164628600499414,41.37624800181872,0,22.341137659305847,0,0,0.5395457917571626,0,1,40.596516539773354,21.419722112063045
13.478149933022888,14.535422136875667,2.5463512069847587,0,34.116117356658556,0,1,0.4316023150780094,0,1,0.12329689254572873,-8.406962833040458
12.144077595749227,24.437320200905962,9.406636639620809,3,10.139651765259279,0,1,0.35970306819222125,0,1,26.866692682631715,6.804073127031259
12.715837225030594,24.984186980386653,3.943620216669286,0,60.0,0,0,0.2426916323000998,0,1,-11.629835252531276,-16.251150000600337
22.24012539883542,21.826825350596607,6.629249969046002,0,21.511996971704196,1,0,0.5179146332167144,1,0,2.985179235477168,-1.7195731420618436
30.38087936180641,18.762619521793482,12.019988898879072,0,12.973663973811691,2,0,0.5072333575310769,2,0,28.58813953918141,-2.3845538155149297
14.017897635359986,6.204451715514433,3.319815145524109,0,22.606686294633512,0,0,0.37535527322807,0,1,-4.230722102478816,1.4173175690557984
30.3986094700394,8.44402308778428,40.55470840566437,0,17.729157350432395,2,0,0.45283290813398613,1,0,60.317407227460464,11.125817967063425
13.315410135330648,31.0430575793517,9.57522576411568,1,19.783966116021666,1,1,0.13323175451437605,0,0,7.9553720272759145,-9.0741476594046
43.560479944919095,11.503263428063562,21.791948515251672,1,13.03391472220897,2,0,0.3662032591787722,0,1,70.53979665012048,6.390482033198278
31.615383783470953,7.857942229422636,5.361217048059726,1,16.90779293154444,1,0,0.1584109174962426,0,0,21.59418120140692,-2.5111229576294356
24.72005034731931,41.73324049154645,22.155294476628292,0,21.97803256036885,1,0,0.7048315099230987,0,0,47.57647368432666,14.894459025860485
16.996624744227,14.031361191461736,13.11099494939065,0,1.7505540050466488,0,1,0.2755268928405375,1,0,36.00404992366717,0.27931548276504103
22.137069011462973,27.182446598345305,20.516511124471627,1,10.926181504745273,1,1,0.059779548175806115,0,1,42.58041593652946,-3.551612628513391
24.57378879482873,17.79775426153191,46.48480473864902,0,25.475200080947,1,1,0.5593100921713721,1,1,69.3690327638173,9.05004716905049
12.328036537458075,45.288021605066845,8.60724422118231,0,1.1234996604744767,0,1,0.3235495763614602,0,1,29.803183207899814,-0.8923834594917068
26.69791115522775,25.444948152606475,26.105721453718164,0,28.363215224706003,1,0,0.43830577993121544,1,0,30.85994134027707,1.4190235057344318
31.961795877623768,11.041972723913391,15.837849610168027,1,11.333706913301585,1,1,0.317213708109343,0,0,39.25919211942784,1.0258840635062239
22.233700103644914,11.464842858403411,11.056986898542775,2,4.175196275269713,1,0,0.9586026317130985,1,0,8.517682352056402,21.67748907849105
19.969197071036092,26.314635194605295,13.087023439263524,1,9.561787154354958,1,0,0.34848332634990664,0,1,32.347384160005355,6.294661138595283
13.891010222316119,3.69554763203079,9.275660111513174,1,5.1201935961377485,0,0,0.4204564675097426,1,1,22.488684747530108,10.496521392744262
13.058141943438624,27.90125112470124,12.852802193855245,0,3.6553008409156327,0,1,0.37144891474156877,1,1,24.50313313028419,0.2636924998329917
29.74495134602738,10.082018151984885,21.565524009120622,0,35.14968926423354,2,0,0.6310686966381098,4,1,11.520091802306851,-1.9924699477913705
15.41110117690078,54.09570221276908,26.044652590288873,1,7.977774096820255,0,0,0.20542290374614325,0,1,53.16111280486287,8.117952360298524
22.686633795106236,33.92335343672867,14.454447407858993,1,11.86000551286777,1,1,0.25546545184975905,0,1,51.59719794657077,-3.046859686615979
24.150941964371057,5.73875405487154,20.916799392479476,0,22.372889300963354,1,0,0.2414451822430854,1,1,13.099591758305383,-0.21257425135239938
10.839816885378735,35.7291802286034,33.59882427134721,2,20.90989823637592,0,1,0.4123965427219234,0,0,24.49748563454465,10.837691446370227
22.150022587577265,24.087347993635294,26.968961763072752,0,7.263621636794107,1,1,0.20467865280948064,0,0,59.1145347867007,1.6924052219830439
18.944896749323828,56.09086212814849,4.337404981561394,0,10.234707577333877,1,1,0.34684092140291356,0,1,43.03769972607032,-9.50334093225856
26.08763584648783,15.921455024281581,12.416644551132961,0,12.41093369779661,1,1,0.7705412839484266,0,0,26.62378803113279,12.907752404820117
17.72054023428054,23.716447382359128,20.62995641561674,0,9.997462268711606,0,1,0.6745261289815057,1,1,47.63130183270412,14.072621775312662
25.727966161842144,36.8344490896238,5.920192979107479,0,34.108951405981664,1,1,0.3881485644159961,1,1,0.4342486031431996,-17.289848669110437
33.437088852383496,5.96671665277207,28.312587895724736,0,1.9818033137227078,2,0,0.261058439781841,1,0,78.76483173187344,7.107006526116618
42.6306737838074,7.071091852309143,36.538838656268396,1,8.232823330595664,2,0,0.2634617494746676,0,0,101.2071195936481,12.634694734653888
14.086171604120034,5.286180441204303,23.027873970869575,1,31.65800272815199,0,1,0.5386939452159749,0,1,5.879949919111836,6.822570601135226
35.14728887751966,33.0492538122689,15.850536453226361,1,7.1176972183229275,2,1,0.4165118373289979,1,0,79.9353423606902,-3.662136094758887
12.23368992504298,25.088844384457268,18.888249807841426,0,23.10064286859265,0,1,0.49659690388420846,0,0,15.131458688901123,2.3967225676903094
15.268460316858125,11.544549693360288,5.866849264496215,0,1.2940768587354095,0,1,0.5966343988077515,1,0,23.92960561093487,4.969725237897674
21.69625529774892,28.31238657747452,19.727519054069187,1,2.5126516297600334,0,1,0.33383666403806395,1,1,59.5528769861374,4.008464719603987
16.96679804759658,18.1533004962253,10.685559527484957,1,32.09938126202486,1,1,0.40581870582188945,1,0,3.50792064271731,-8.524119949208117
24.549142394145047,21.463732524436562,12.143855080788308,0,11.14181449637993,1,0,0.6783629734432164,0,1,47.7485279999944,16.44549672937997
27.740990192016454,25.650267226773053,30.808665141651257,1,7.874795087706344,1,1,0.3490557892236858,0,1,75.745810478256,7.755392731992153
21.33448741615046,12.026919968959547,16.37481663320733,0,10.494780418716228,1,1,0.3609581205319842,0,1,45.63128955283811,1.2399830835459205
13.260014265847445,37.04605873268448,0.4432046905722322,0,15.922776142486683,0,1,0.35212571693002304,0,1,5.783402799814629,-7.75542135043683
29.4055907399215,12.30011994264267,27.192637928314944,0,10.448849159868004,1,1,0.54492289704381,0,0,71.6895095118408,8.922972376566065
28.252447972649243,20.208911734726883,24.157784829710188,1,6.926164999253208,1,0,0.31417109896524065,1,0,47.91426325154589,7.968209903461571
11.993400181465542,28.745882368583874,9.730338800960673,0,24.16912284228197,0,0,0.1950988802734375,0,1,4.553990600861488,-3.0948228318338766
17.878842293952555,16.327809732335755,43.39545894554771,1,21.262526372527326,0,1,0.5082054589094477,2,1,49.163922407122556,10.388065968940163
8.616149956492595,7.0560745938078355,29.597899776013872,0,6.271019228695495,0,1,0.40902524149060027,1,0,22.29478864942202,10.432460488553359
41.44272508296798,26.41883264493577,13.238574514281028,2,14.823839148299548,2,0,0.4354089202989641,1,0,39.693745857165624,1.3059442291852665
12.662366224137308,24.225416370219058,8.186293774482968,0,13.33813464641447,0,1,0.553993479778428,2,0,12.236876612114058,-3.4510302521562375
26.380492339738968,5.932992972916658,6.272532446689402,0,22.65243316002158,1,1,0.5166304727573771,0,0,19.64396675035945,-3.4746364899859445
22.441467420815083,33.402037628304285,11.371474043675253,0,0.8936379448958467,1,0,0.22466653207675447,0,0,51.53700592690562,2.3040195947983997
25.139159692691745,11.456911649593522,16.677077989659526,0,9.180091070823094,2,1,0.7587292941843023,1,1,43.38542263804396,11.120480182988548
30.784453911187313,19.30759127439237,5.818942411030831,1,7.019019950983071,2,1,0.7337674032411954,2,0,43.940330971869315,-1.5959048952966097
26.852812853435957,7.836328510076751,7.897815959195625,1,7.282200147636929,1,0,0.42306610083127244,0,1,26.285239587544154,8.176056750765667
17.178922134933845,13.327043929611639,25.84336937904484,0,10.736257458303415,0,0,0.23612615601455478,0,0,37.53321360764056,10.576465890003641
22.649305257056863,48.617523161281134,18.446748716670573,2,23.109099791687036,0,1,0.3322508740786835,0,1,36.15832594705736,-1.0116418276837202
24.66529098284569,45.67479418240629,20.202230482277553,1,28.439146139452998,1,1,0.5043513001913407,0,0,34.177563681468556,-2.5395495324737984
15.179415073494834,31.065112646837342,13.85584675795379,0,17.42276369004653,0,0,0.4701232864589316,0,0,12.303736782312447,6.330227983647981
17.200140448165,15.398644999342357,9.301906498904058,1,11.745413049847409,0,1,0.41811540379565887,1,1,17.12006188786814,0.5180598768834257
28.68171047248645,58.92605990043131,26.020103292475937,2,5.955932122897655,1,1,0.33526402426874535,0,1,102.41920930510231,3.963859055937509
37.48392471176012,18.571220743027386,3.704985136809645,1,12.531625899287109,2,0,0.6955839045521037,1,0,25.103819288860038,2.960696436961542
20.86287514331163,7.984520946092311,12.136254511253144,0,1.455606757311964,0,0,0.18923075414888982,0,1,39.257465492310466,7.232493199759549
28.734926433052284,21.599734907895037,12.121447681439935,1,36.88599130789994,1,1,0.2864786469817795,1,0,9.248819045073308,-13.916506230544165
13.101031262290272,16.59932980214699,1.3994994500735851,0,6.283369454508592,0,1,0.4315756228752441,1,0,19.126933831616228,-2.6529184553776837
23.26369970146907,29.14413939579377,10.217616563916453,2,10.65502897565332,0,1,0.201906519057576,0,1,41.14500097116655,-0.6371125642253337
20.297942876901228,12.843478893319336,23.335420192804843,0,19.98804107765518,0,1,0.6588605675148184,2,1,41.11726502746698,9.597449027310628
30.066663238086246,28.892812849184573,34.1068076794839,0,14.327483261792102,2,0,0.5624339811991492,0,1,90.88280468823099,12.363663876171728
13.660744663177063,44.92672851170351,7.958370741145915,1,19.17406322610695,0,1,0.330680540218895,0,0,17.52255570082574,-4.94485052025032
16.426164583527978,30.892238769212824,12.638872137508681,1,3.3847216301331122,0,0,0.27425463309735487,0,1,34.42616683204845,8.468253727464447
15.496327907488256,43.070846293018604,53.5314885182765,0,7.674622853483894,1,1,0.4428689924255636,0,0,37.96481008488599,16.213165152937876
28.209357935860442,22.2524876887256,16.017502383731202,1,12.415714865917973,1,0,0.5325699717212915,1,0,31.947796732300944,7.2266945521444335
23.075150837354457,61.511945847135394,5.770487615975877,1,15.145808499069178,0,1,0.6012355289329082,0,1,54.406152715549915,-1.7336080066862651
14.801136714526015,48.7483541230032,36.73780534417344,0,2.423214011756474,0,1,0.4594100110098193,0,1,50.16244401143075,12.74759464818339
23.65361614182831,34.22439123672258,28.632038450255017,1,12.985356536584828,1,0,0.24512214639868707,0,0,64.49230549408625,7.9520535110643324
38.21420161104715,15.353011700805697,35.853335490367776,1,0.9588782743172448,2,0,0.5223316145548814,0,0,99.13967191729496,19.924224114574066
13.831777911848782,12.631269496891704,32.674587463902455,1,38.63895523605373,0,1,0.21569426214604648,0,1,5.656002514359926,0.4677951168944945
16.96192558220169,11.549519596001835,17.167820000049847,0,22.360726122292597,0,0,0.4030648341761466,0,1,15.666183263695617,6.908014508794253
